year,name1,name2,score,sic1,sic2,size1,size2,gvkey1,gvkey2
1998,WESTERN DIGITAL CORP,MICRON TECHNOLOGY INC,0.0312,35,36,32.29490768681651,69.69307713108957,11399,7343
1998,WESTERN DIGITAL CORP,MICROSOFT CORP,0.0279,35,73,32.29490768681651,517.3840449801288,11399,12141
1998,WESTERN DIGITAL CORP,ORACLE CORP,0.0315,35,73,32.29490768681651,188.44100502544555,11399,12142
1999,APPLE INC,WESTERN DIGITAL CORP,0.0549,36,35,100.89889339085934,24.268735030899325,1690,11399
1999,APPLE INC,MICROSOFT CORP,0.0676,36,73,100.89889339085934,678.7988932666287,1690,12141
1999,APPLE INC,ORACLE CORP,0.0273,36,73,100.89889339085934,449.21513498545437,1690,12142
1999,AT&T INC,US CELLULAR CORP,0.0361,48,48,406.8468815168674,94.09642162431045,9899,14369
1999,EBAY INC,MICROSOFT CORP,0.0155,73,73,127.46405032400313,678.7988932666287,114524,12141
1999,EBAY INC,INTUIT INC,0.0447,73,73,127.46405032400313,71.53123356268924,114524,27928
1999,INTUIT INC,WESTERN DIGITAL CORP,0.0324,73,35,71.53123356268924,24.268735030899325,27928,11399
1999,INTUIT INC,MICROSOFT CORP,0.0405,73,73,71.53123356268924,678.7988932666287,27928,12141
1999,INTUIT INC,EBAY INC,0.0447,73,73,71.53123356268924,127.46405032400313,27928,114524
1999,MICRON TECHNOLOGY INC,WESTERN DIGITAL CORP,0.1055,36,35,141.65627412861033,24.268735030899325,7343,11399
1999,MICRON TECHNOLOGY INC,MICROSOFT CORP,0.0271,36,73,141.65627412861033,678.7988932666287,7343,12141
1999,MICROSOFT CORP,APPLE INC,0.0676,73,36,678.7988932666287,100.89889339085934,12141,1690
1999,MICROSOFT CORP,MICRON TECHNOLOGY INC,0.0271,73,36,678.7988932666287,141.65627412861033,12141,7343
1999,MICROSOFT CORP,WESTERN DIGITAL CORP,0.0627,73,35,678.7988932666287,24.268735030899325,12141,11399
1999,MICROSOFT CORP,ORACLE CORP,0.0838,73,73,678.7988932666287,449.21513498545437,12141,12142
1999,MICROSOFT CORP,INTUIT INC,0.0405,73,73,678.7988932666287,71.53123356268924,12141,27928
1999,MICROSOFT CORP,EBAY INC,0.0155,73,73,678.7988932666287,127.46405032400313,12141,114524
1999,ORACLE CORP,APPLE INC,0.0273,73,36,449.21513498545437,100.89889339085934,12142,1690
1999,ORACLE CORP,WESTERN DIGITAL CORP,0.008,73,35,449.21513498545437,24.268735030899325,12142,11399
1999,ORACLE CORP,MICROSOFT CORP,0.0838,73,73,449.21513498545437,678.7988932666287,12142,12141
1999,US CELLULAR CORP,AT&T INC,0.0361,48,48,94.09642162431045,406.8468815168674,14369,9899
1999,WESTERN DIGITAL CORP,APPLE INC,0.0549,35,36,24.268735030899325,100.89889339085934,11399,1690
1999,WESTERN DIGITAL CORP,MICRON TECHNOLOGY INC,0.1055,35,36,24.268735030899325,141.65627412861033,11399,7343
1999,WESTERN DIGITAL CORP,MICROSOFT CORP,0.0627,35,73,24.268735030899325,678.7988932666287,11399,12141
1999,WESTERN DIGITAL CORP,ORACLE CORP,0.008,35,73,24.268735030899325,449.21513498545437,11399,12142
1999,WESTERN DIGITAL CORP,INTUIT INC,0.0324,35,73,24.268735030899325,71.53123356268924,11399,27928
2000,APPLE INC,WESTERN DIGITAL CORP,0.0813,36,35,92.97140823930764,26.79197641085853,1690,11399
2000,APPLE INC,MICROSOFT CORP,0.093,36,73,92.97140823930764,650.1076833879138,1690,12141
2000,APPLE INC,ORACLE CORP,0.0096,36,73,92.97140823930764,292.5117489948054,1690,12142
2000,AT&T INC,US CELLULAR CORP,0.0247,48,48,402.13847708221107,71.9307236165465,9899,14369
2000,EBAY INC,MICROSOFT CORP,0.0336,73,73,94.26160406018985,650.1076833879138,114524,12141
2000,EBAY INC,INTUIT INC,0.0513,73,73,94.26160406018985,83.34386600104413,114524,27928
2000,INTUIT INC,MICROSOFT CORP,0.0413,73,73,83.34386600104413,650.1076833879138,27928,12141
2000,INTUIT INC,EBAY INC,0.0513,73,73,83.34386600104413,94.26160406018985,27928,114524
2000,MICRON TECHNOLOGY INC,WESTERN DIGITAL CORP,0.0512,36,35,215.35267585985554,26.79197641085853,7343,11399
2000,MICROSOFT CORP,APPLE INC,0.093,73,36,650.1076833879138,92.97140823930764,12141,1690
2000,MICROSOFT CORP,WESTERN DIGITAL CORP,0.0593,73,35,650.1076833879138,26.79197641085853,12141,11399
2000,MICROSOFT CORP,ORACLE CORP,0.0823,73,73,650.1076833879138,292.5117489948054,12141,12142
2000,MICROSOFT CORP,INTUIT INC,0.0413,73,73,650.1076833879138,83.34386600104413,12141,27928
2000,MICROSOFT CORP,EBAY INC,0.0336,73,73,650.1076833879138,94.26160406018985,12141,114524
2000,ORACLE CORP,APPLE INC,0.0096,73,36,292.5117489948054,92.97140823930764,12142,1690
2000,ORACLE CORP,WESTERN DIGITAL CORP,0.0231,73,35,292.5117489948054,26.79197641085853,12142,11399
2000,ORACLE CORP,MICROSOFT CORP,0.0823,73,73,292.5117489948054,650.1076833879138,12142,12141
2000,US CELLULAR CORP,AT&T INC,0.0247,48,48,71.9307236165465,402.13847708221107,14369,9899
2000,WESTERN DIGITAL CORP,APPLE INC,0.0813,35,36,26.79197641085853,92.97140823930764,11399,1690
2000,WESTERN DIGITAL CORP,MICRON TECHNOLOGY INC,0.0512,35,36,26.79197641085853,215.35267585985554,11399,7343
2000,WESTERN DIGITAL CORP,MICROSOFT CORP,0.0593,35,73,26.79197641085853,650.1076833879138,11399,12141
2000,WESTERN DIGITAL CORP,ORACLE CORP,0.0231,35,73,26.79197641085853,292.5117489948054,11399,12142
2001,APPLE INC,WESTERN DIGITAL CORP,0.0479,36,35,73.77533612258232,27.133024158762694,1690,11399
2001,APPLE INC,MICROSOFT CORP,0.1023,36,73,73.77533612258232,626.8644191529776,1690,12141
2001,APPLE INC,ORACLE CORP,0.0312,36,73,73.77533612258232,207.39701058597734,1690,12142
2001,APPLE INC,INTUIT INC,0.0236,36,73,73.77533612258232,85.07575377274068,1690,27928
2001,AT&T INC,US CELLULAR CORP,0.0191,48,48,362.4701928710828,62.40038261100648,9899,14369
2001,EBAY INC,INTUIT INC,0.0216,73,73,136.19334455104627,85.07575377274068,114524,27928
2001,INTUIT INC,APPLE INC,0.0236,73,36,85.07575377274068,73.77533612258232,27928,1690
2001,INTUIT INC,WESTERN DIGITAL CORP,0.0305,73,35,85.07575377274068,27.133024158762694,27928,11399
2001,INTUIT INC,MICROSOFT CORP,0.0658,73,73,85.07575377274068,626.8644191529776,27928,12141
2001,INTUIT INC,EBAY INC,0.0216,73,73,85.07575377274068,136.19334455104627,27928,114524
2001,MICRON TECHNOLOGY INC,WESTERN DIGITAL CORP,0.0049,36,35,150.01941207723752,27.133024158762694,7343,11399
2001,MICRON TECHNOLOGY INC,MICROSOFT CORP,0.004,36,73,150.01941207723752,626.8644191529776,7343,12141
2001,MICROSOFT CORP,APPLE INC,0.1023,73,36,626.8644191529776,73.77533612258232,12141,1690
2001,MICROSOFT CORP,MICRON TECHNOLOGY INC,0.004,73,36,626.8644191529776,150.01941207723752,12141,7343
2001,MICROSOFT CORP,WESTERN DIGITAL CORP,0.043,73,35,626.8644191529776,27.133024158762694,12141,11399
2001,MICROSOFT CORP,ORACLE CORP,0.0779,73,73,626.8644191529776,207.39701058597734,12141,12142
2001,MICROSOFT CORP,INTUIT INC,0.0658,73,73,626.8644191529776,85.07575377274068,12141,27928
2001,ORACLE CORP,APPLE INC,0.0312,73,36,207.39701058597734,73.77533612258232,12142,1690
2001,ORACLE CORP,MICROSOFT CORP,0.0779,73,73,207.39701058597734,626.8644191529776,12142,12141
2001,US CELLULAR CORP,AT&T INC,0.0191,48,48,62.40038261100648,362.4701928710828,14369,9899
2001,WESTERN DIGITAL CORP,APPLE INC,0.0479,35,36,27.133024158762694,73.77533612258232,11399,1690
2001,WESTERN DIGITAL CORP,MICRON TECHNOLOGY INC,0.0049,35,36,27.133024158762694,150.01941207723752,11399,7343
2001,WESTERN DIGITAL CORP,MICROSOFT CORP,0.043,35,73,27.133024158762694,626.8644191529776,11399,12141
2001,WESTERN DIGITAL CORP,INTUIT INC,0.0305,35,73,27.133024158762694,85.07575377274068,11399,27928
2002,APPLE INC,WESTERN DIGITAL CORP,0.0555,36,35,72.14503101392361,24.989292707077563,1690,11399
2002,APPLE INC,MICROSOFT CORP,0.139,36,73,72.14503101392361,541.4215547981074,1690,12141
2002,APPLE INC,ORACLE CORP,0.0241,36,73,72.14503101392361,260.92399276417643,1690,12142
2002,APPLE INC,INTUIT INC,0.0264,36,73,72.14503101392361,96.36904440742369,1690,27928
2002,APPLE INC,EBAY INC,0.0314,36,73,72.14503101392361,145.2955819699966,1690,114524
2002,AT&T INC,US CELLULAR CORP,0.0586,48,48,299.90206319730447,46.418987494343305,9899,14369
2002,EBAY INC,APPLE INC,0.0314,73,36,145.2955819699966,72.14503101392361,114524,1690
2002,EBAY INC,INTUIT INC,0.0127,73,73,145.2955819699966,96.36904440742369,114524,27928
2002,INTUIT INC,APPLE INC,0.0264,73,36,96.36904440742369,72.14503101392361,27928,1690
2002,INTUIT INC,MICROSOFT CORP,0.0459,73,73,96.36904440742369,541.4215547981074,27928,12141
2002,INTUIT INC,EBAY INC,0.0127,73,73,96.36904440742369,145.2955819699966,27928,114524
2002,MICRON TECHNOLOGY INC,WESTERN DIGITAL CORP,0.009,36,35,101.9805128443665,24.989292707077563,7343,11399
2002,MICROSOFT CORP,APPLE INC,0.139,73,36,541.4215547981074,72.14503101392361,12141,1690
2002,MICROSOFT CORP,ORACLE CORP,0.0706,73,73,541.4215547981074,260.92399276417643,12141,12142
2002,MICROSOFT CORP,INTUIT INC,0.0459,73,73,541.4215547981074,96.36904440742369,12141,27928
2002,ORACLE CORP,APPLE INC,0.0241,73,36,260.92399276417643,72.14503101392361,12142,1690
2002,ORACLE CORP,MICROSOFT CORP,0.0706,73,73,260.92399276417643,541.4215547981074,12142,12141
2002,US CELLULAR CORP,AT&T INC,0.0586,48,48,46.418987494343305,299.90206319730447,14369,9899
2002,WESTERN DIGITAL CORP,APPLE INC,0.0555,35,36,24.989292707077563,72.14503101392361,11399,1690
2002,WESTERN DIGITAL CORP,MICRON TECHNOLOGY INC,0.009,35,36,24.989292707077563,101.9805128443665,11399,7343
2003,APPLE INC,WESTERN DIGITAL CORP,0.0703,36,35,87.16985396339723,45.715095974962146,1690,11399
2003,APPLE INC,MICROSOFT CORP,0.0709,36,73,87.16985396339723,525.5173070413571,1690,12141
2003,APPLE INC,ORACLE CORP,0.0219,36,73,87.16985396339723,242.7949752363092,1690,12142
2003,APPLE INC,INTUIT INC,0.0422,36,73,87.16985396339723,92.75358408169465,1690,27928
2003,APPLE INC,EBAY INC,0.0185,36,73,87.16985396339723,204.81899504196383,1690,114524
2003,AT&T INC,US CELLULAR CORP,0.0581,48,48,293.54301647288423,55.30276665773603,9899,14369
2003,EBAY INC,APPLE INC,0.0185,73,36,204.81899504196383,87.16985396339723,114524,1690
2003,EBAY INC,ORACLE CORP,0.0008,73,73,204.81899504196383,242.7949752363092,114524,12142
2003,EBAY INC,INTUIT INC,0.0259,73,73,204.81899504196383,92.75358408169465,114524,27928
2003,INTUIT INC,APPLE INC,0.0422,73,36,92.75358408169465,87.16985396339723,27928,1690
2003,INTUIT INC,MICROSOFT CORP,0.0609,73,73,92.75358408169465,525.5173070413571,27928,12141
2003,INTUIT INC,EBAY INC,0.0259,73,73,92.75358408169465,204.81899504196383,27928,114524
2003,MICRON TECHNOLOGY INC,WESTERN DIGITAL CORP,0.0254,36,35,93.58506291070172,45.715095974962146,7343,11399
2003,MICROSOFT CORP,APPLE INC,0.0709,73,36,525.5173070413571,87.16985396339723,12141,1690
2003,MICROSOFT CORP,ORACLE CORP,0.066,73,73,525.5173070413571,242.7949752363092,12141,12142
2003,MICROSOFT CORP,INTUIT INC,0.0609,73,73,525.5173070413571,92.75358408169465,12141,27928
2003,ORACLE CORP,APPLE INC,0.0219,73,36,242.7949752363092,87.16985396339723,12142,1690
2003,ORACLE CORP,MICROSOFT CORP,0.066,73,73,242.7949752363092,525.5173070413571,12142,12141
2003,ORACLE CORP,EBAY INC,0.0008,73,73,242.7949752363092,204.81899504196383,12142,114524
2003,US CELLULAR CORP,AT&T INC,0.0581,48,48,55.30276665773603,293.54301647288423,14369,9899
2003,WESTERN DIGITAL CORP,APPLE INC,0.0703,35,36,45.715095974962146,87.16985396339723,11399,1690
2003,WESTERN DIGITAL CORP,MICRON TECHNOLOGY INC,0.0254,35,36,45.715095974962146,93.58506291070172,11399,7343
2004,APPLE INC,WESTERN DIGITAL CORP,0.0665,36,35,123.1602817469983,42.24720109072316,1690,11399
2004,APPLE INC,MICROSOFT CORP,0.0807,36,73,123.1602817469983,556.9728180082041,1690,12141
2004,APPLE INC,ORACLE CORP,0.029,36,73,123.1602817469983,256.62423891752707,1690,12142
2004,APPLE INC,EBAY INC,0.039,36,73,123.1602817469983,279.04628175268704,1690,114524
2004,AT&T INC,US CELLULAR CORP,0.0387,48,48,291.6581941931342,62.16393327324133,9899,14369
2004,EBAY INC,APPLE INC,0.039,73,36,279.04628175268704,123.1602817469983,114524,1690
2004,EBAY INC,MICROSOFT CORP,0.0058,73,73,279.04628175268704,556.9728180082041,114524,12141
2004,EBAY INC,INTUIT INC,0.0083,73,73,279.04628175268704,84.36235558588913,114524,27928
2004,INTUIT INC,MICROSOFT CORP,0.066,73,73,84.36235558588913,556.9728180082041,27928,12141
2004,INTUIT INC,EBAY INC,0.0083,73,73,84.36235558588913,279.04628175268704,27928,114524
2004,MICRON TECHNOLOGY INC,WESTERN DIGITAL CORP,0.0458,36,35,83.8949640920121,42.24720109072316,7343,11399
2004,MICROSOFT CORP,APPLE INC,0.0807,73,36,556.9728180082041,123.1602817469983,12141,1690
2004,MICROSOFT CORP,ORACLE CORP,0.0669,73,73,556.9728180082041,256.62423891752707,12141,12142
2004,MICROSOFT CORP,INTUIT INC,0.066,73,73,556.9728180082041,84.36235558588913,12141,27928
2004,MICROSOFT CORP,EBAY INC,0.0058,73,73,556.9728180082041,279.04628175268704,12141,114524
2004,ORACLE CORP,APPLE INC,0.029,73,36,256.62423891752707,123.1602817469983,12142,1690
2004,ORACLE CORP,MICROSOFT CORP,0.0669,73,73,256.62423891752707,556.9728180082041,12142,12141
2004,US CELLULAR CORP,AT&T INC,0.0387,48,48,62.16393327324133,291.6581941931342,14369,9899
2004,WESTERN DIGITAL CORP,APPLE INC,0.0665,35,36,42.24720109072316,123.1602817469983,11399,1690
2004,WESTERN DIGITAL CORP,MICRON TECHNOLOGY INC,0.0458,35,36,42.24720109072316,83.8949640920121,11399,7343
2005,APPLE INC,WESTERN DIGITAL CORP,0.0704,36,35,211.57828005256115,53.552348221156464,1690,11399
2005,APPLE INC,MICROSOFT CORP,0.0215,36,73,211.57828005256115,515.7871654083689,1690,12141
2005,APPLE INC,ORACLE CORP,0.0121,36,73,211.57828005256115,272.7618741686602,1690,12142
2005,APPLE INC,EBAY INC,0.0447,36,73,211.57828005256115,246.35094734950786,1690,114524
2005,AT&T INC,US CELLULAR CORP,0.004,48,48,308.13128559106104,65.59113202255317,9899,14369
2005,EBAY INC,APPLE INC,0.0447,73,36,246.35094734950786,211.57828005256115,114524,1690
2005,EBAY INC,MICROSOFT CORP,0.0157,73,73,246.35094734950786,515.7871654083689,114524,12141
2005,EBAY INC,ORACLE CORP,0.0018,73,73,246.35094734950786,272.7618741686602,114524,12142
2005,EBAY INC,INTUIT INC,0.0166,73,73,246.35094734950786,92.76292362792368,114524,27928
2005,INTUIT INC,MICROSOFT CORP,0.0547,73,73,92.76292362792368,515.7871654083689,27928,12141
2005,INTUIT INC,ORACLE CORP,0.004,73,73,92.76292362792368,272.7618741686602,27928,12142
2005,INTUIT INC,EBAY INC,0.0166,73,73,92.76292362792368,246.35094734950786,27928,114524
2005,MICRON TECHNOLOGY INC,WESTERN DIGITAL CORP,0.0609,36,35,85.66762515676503,53.552348221156464,7343,11399
2005,MICRON TECHNOLOGY INC,MICROSOFT CORP,0.007,36,73,85.66762515676503,515.7871654083689,7343,12141
2005,MICROSOFT CORP,APPLE INC,0.0215,73,36,515.7871654083689,211.57828005256115,12141,1690
2005,MICROSOFT CORP,MICRON TECHNOLOGY INC,0.007,73,36,515.7871654083689,85.66762515676503,12141,7343
2005,MICROSOFT CORP,ORACLE CORP,0.0776,73,73,515.7871654083689,272.7618741686602,12141,12142
2005,MICROSOFT CORP,INTUIT INC,0.0547,73,73,515.7871654083689,92.76292362792368,12141,27928
2005,MICROSOFT CORP,EBAY INC,0.0157,73,73,515.7871654083689,246.35094734950786,12141,114524
2005,ORACLE CORP,APPLE INC,0.0121,73,36,272.7618741686602,211.57828005256115,12142,1690
2005,ORACLE CORP,MICROSOFT CORP,0.0776,73,73,272.7618741686602,515.7871654083689,12142,12141
2005,ORACLE CORP,INTUIT INC,0.004,73,73,272.7618741686602,92.76292362792368,12142,27928
2005,ORACLE CORP,EBAY INC,0.0018,73,73,272.7618741686602,246.35094734950786,12142,114524
2005,US CELLULAR CORP,AT&T INC,0.004,48,48,65.59113202255317,308.13128559106104,14369,9899
2005,WESTERN DIGITAL CORP,APPLE INC,0.0704,35,36,53.552348221156464,211.57828005256115,11399,1690
2005,WESTERN DIGITAL CORP,MICRON TECHNOLOGY INC,0.0609,35,36,53.552348221156464,85.66762515676503,11399,7343
2006,APPLE INC,AT&T INC,0.0029,36,48,256.5894497831117,472.26599443533934,1690,9899
2006,APPLE INC,WESTERN DIGITAL CORP,0.0748,36,35,256.5894497831117,66.16653232564028,1690,11399
2006,APPLE INC,MICROSOFT CORP,0.041,36,73,256.5894497831117,484.19479551106286,1690,12141
2006,APPLE INC,ORACLE CORP,0.0176,36,73,256.5894497831117,314.60079465888197,1690,12142
2006,AT&T INC,APPLE INC,0.0029,48,36,472.26599443533934,256.5894497831117,9899,1690
2006,AT&T INC,US CELLULAR CORP,0.0193,48,48,472.26599443533934,78.13177317839394,9899,14369
2006,EBAY INC,INTUIT INC,0.0566,73,73,202.8574766677334,103.07550033834423,114524,27928
2006,INTUIT INC,MICROSOFT CORP,0.0341,73,73,103.07550033834423,484.19479551106286,27928,12141
2006,INTUIT INC,ORACLE CORP,0.014,73,73,103.07550033834423,314.60079465888197,27928,12142
2006,INTUIT INC,EBAY INC,0.0566,73,73,103.07550033834423,202.8574766677334,27928,114524
2006,MICRON TECHNOLOGY INC,WESTERN DIGITAL CORP,0.0561,36,35,113.7964498567508,66.16653232564028,7343,11399
2006,MICRON TECHNOLOGY INC,MICROSOFT CORP,0.0502,36,73,113.7964498567508,484.19479551106286,7343,12141
2006,MICROSOFT CORP,APPLE INC,0.041,73,36,484.19479551106286,256.5894497831117,12141,1690
2006,MICROSOFT CORP,MICRON TECHNOLOGY INC,0.0502,73,36,484.19479551106286,113.7964498567508,12141,7343
2006,MICROSOFT CORP,ORACLE CORP,0.108,73,73,484.19479551106286,314.60079465888197,12141,12142
2006,MICROSOFT CORP,INTUIT INC,0.0341,73,73,484.19479551106286,103.07550033834423,12141,27928
2006,ORACLE CORP,APPLE INC,0.0176,73,36,314.60079465888197,256.5894497831117,12142,1690
2006,ORACLE CORP,MICROSOFT CORP,0.108,73,73,314.60079465888197,484.19479551106286,12142,12141
2006,ORACLE CORP,INTUIT INC,0.014,73,73,314.60079465888197,103.07550033834423,12142,27928
2006,US CELLULAR CORP,AT&T INC,0.0193,48,48,78.13177317839394,472.26599443533934,14369,9899
2006,WESTERN DIGITAL CORP,APPLE INC,0.0748,35,36,66.16653232564028,256.5894497831117,11399,1690
2006,WESTERN DIGITAL CORP,MICRON TECHNOLOGY INC,0.0561,35,36,66.16653232564028,113.7964498567508,11399,7343
2007,APPLE INC,WESTERN DIGITAL CORP,0.0628,36,35,365.8911472419085,65.54158984949939,1690,11399
2007,APPLE INC,MICROSOFT CORP,0.0521,36,73,365.8911472419085,525.7647763021026,1690,12141
2007,APPLE INC,INTUIT INC,0.0027,36,73,365.8911472419085,98.5568692684584,1690,27928
2007,APPLE INC,EBAY INC,0.0169,36,73,365.8911472419085,211.69262767040328,1690,114524
2007,AT&T INC,US CELLULAR CORP,0.0266,48,48,501.16836512293946,85.83020214353454,9899,14369
2007,EBAY INC,APPLE INC,0.0169,73,36,211.69262767040328,365.8911472419085,114524,1690
2007,EBAY INC,INTUIT INC,0.0595,73,73,211.69262767040328,98.5568692684584,114524,27928
2007,INTUIT INC,APPLE INC,0.0027,73,36,98.5568692684584,365.8911472419085,27928,1690
2007,INTUIT INC,MICROSOFT CORP,0.0299,73,73,98.5568692684584,525.7647763021026,27928,12141
2007,INTUIT INC,ORACLE CORP,0.0039,73,73,98.5568692684584,342.96647066440767,27928,12142
2007,INTUIT INC,EBAY INC,0.0595,73,73,98.5568692684584,211.69262767040328,27928,114524
2007,MICRON TECHNOLOGY INC,WESTERN DIGITAL CORP,0.0481,36,35,93.15554197147908,65.54158984949939,7343,11399
2007,MICRON TECHNOLOGY INC,MICROSOFT CORP,0.0176,36,73,93.15554197147908,525.7647763021026,7343,12141
2007,MICROSOFT CORP,APPLE INC,0.0521,73,36,525.7647763021026,365.8911472419085,12141,1690
2007,MICROSOFT CORP,MICRON TECHNOLOGY INC,0.0176,73,36,525.7647763021026,93.15554197147908,12141,7343
2007,MICROSOFT CORP,ORACLE CORP,0.0957,73,73,525.7647763021026,342.96647066440767,12141,12142
2007,MICROSOFT CORP,INTUIT INC,0.0299,73,73,525.7647763021026,98.5568692684584,12141,27928
2007,ORACLE CORP,MICROSOFT CORP,0.0957,73,73,342.96647066440767,525.7647763021026,12142,12141
2007,ORACLE CORP,INTUIT INC,0.0039,73,73,342.96647066440767,98.5568692684584,12142,27928
2007,US CELLULAR CORP,AT&T INC,0.0266,48,48,85.83020214353454,501.16836512293946,14369,9899
2007,WESTERN DIGITAL CORP,APPLE INC,0.0628,35,36,65.54158984949939,365.8911472419085,11399,1690
2007,WESTERN DIGITAL CORP,MICRON TECHNOLOGY INC,0.0481,35,36,65.54158984949939,93.15554197147908,11399,7343
2008,APPLE INC,WESTERN DIGITAL CORP,0.0829,36,35,317.75325829958064,87.94725692140716,1690,11399
2008,APPLE INC,MICROSOFT CORP,0.0614,36,73,317.75325829958064,501.7409789921489,1690,12141
2008,APPLE INC,ORACLE CORP,0.0155,36,73,317.75325829958064,313.12609281246426,1690,12142
2008,APPLE INC,EBAY INC,0.0028,36,73,317.75325829958064,133.77992749287915,1690,114524
2008,AT&T INC,US CELLULAR CORP,0.0607,48,48,409.8179553167479,61.432786034820204,9899,14369
2008,EBAY INC,APPLE INC,0.0028,73,36,133.77992749287915,317.75325829958064,114524,1690
2008,EBAY INC,INTUIT INC,0.0627,73,73,133.77992749287915,93.89706065687041,114524,27928
2008,INTUIT INC,ORACLE CORP,0.0117,73,73,93.89706065687041,313.12609281246426,27928,12142
2008,INTUIT INC,EBAY INC,0.0627,73,73,93.89706065687041,133.77992749287915,27928,114524
2008,MICRON TECHNOLOGY INC,WESTERN DIGITAL CORP,0.0623,36,35,56.807253058038285,87.94725692140716,7343,11399
2008,MICRON TECHNOLOGY INC,MICROSOFT CORP,0.0094,36,73,56.807253058038285,501.7409789921489,7343,12141
2008,MICROSOFT CORP,APPLE INC,0.0614,73,36,501.7409789921489,317.75325829958064,12141,1690
2008,MICROSOFT CORP,MICRON TECHNOLOGY INC,0.0094,73,36,501.7409789921489,56.807253058038285,12141,7343
2008,MICROSOFT CORP,ORACLE CORP,0.0894,73,73,501.7409789921489,313.12609281246426,12141,12142
2008,ORACLE CORP,APPLE INC,0.0155,73,36,313.12609281246426,317.75325829958064,12142,1690
2008,ORACLE CORP,MICROSOFT CORP,0.0894,73,73,313.12609281246426,501.7409789921489,12142,12141
2008,ORACLE CORP,INTUIT INC,0.0117,73,73,313.12609281246426,93.89706065687041,12142,27928
2008,US CELLULAR CORP,AT&T INC,0.0607,48,48,61.432786034820204,409.8179553167479,14369,9899
2008,WESTERN DIGITAL CORP,APPLE INC,0.0829,35,36,87.94725692140716,317.75325829958064,11399,1690
2008,WESTERN DIGITAL CORP,MICRON TECHNOLOGY INC,0.0623,35,36,87.94725692140716,56.807253058038285,11399,7343
2009,APPLE INC,WESTERN DIGITAL CORP,0.0796,36,35,408.3858985077717,77.2172260574025,1690,11399
2009,APPLE INC,MICROSOFT CORP,0.0328,36,73,408.3858985077717,460.1555823849147,1690,12141
2009,APPLE INC,ORACLE CORP,0.0138,36,73,408.3858985077717,336.8038301444923,1690,12142
2009,AT&T INC,US CELLULAR CORP,0.0617,48,48,406.7322533682324,60.58185702006831,9899,14369
2009,EBAY INC,INTUIT INC,0.0597,73,73,174.74899275818444,97.90888723706342,114524,27928
2009,INTUIT INC,ORACLE CORP,0.0233,73,73,97.90888723706342,336.8038301444923,27928,12142
2009,INTUIT INC,EBAY INC,0.0597,73,73,97.90888723706342,174.74899275818444,27928,114524
2009,MICRON TECHNOLOGY INC,WESTERN DIGITAL CORP,0.1195,36,35,79.08804587293835,77.2172260574025,7343,11399
2009,MICROSOFT CORP,APPLE INC,0.0328,73,36,460.1555823849147,408.3858985077717,12141,1690
2009,MICROSOFT CORP,ORACLE CORP,0.1014,73,73,460.1555823849147,336.8038301444923,12141,12142
2009,ORACLE CORP,APPLE INC,0.0138,73,36,336.8038301444923,408.3858985077717,12142,1690
